country,Meals,Drinks,Groceries,Fruits and Vegetables,Market Items,Cigarettes,Transport,Utilities,Entertainment and Education,Clothing and Shoes,Housing,Mortgage,Total Cost of Living
Puerto Rico,77.50833333333334,12.943333333333333,30.830000000000002,24.938333333333333,18.6225,9.929166666666667,48411.32166666666,261.66833333333335,6880.926666666666,257.8016666666667,3484.0791666666664,4.485,59475.05416666667
Qatar,42.11666666666667,25.410000000000007,22.683333333333337,6.95,19.873333333333335,4.303333333333334,27502.553333333333,119.76666666666667,7872.633333333334,185.35666666666665,7921.509999999999,2.6466666666666665,43725.80333333334
Reunion,71.4,16.46,58.14,14.469999999999999,12.75,11.85,53044.119999999995,157.97,65.29,342.46,9240.03,0.0,63034.939999999995
Romania,38.24377358490566,8.150754716981131,21.424716981132075,6.929056603773585,7.306603773584905,4.6169811320754715,36718.020377358494,120.20528301886793,4826.226226415095,218.02509433962263,2473.376603773585,5.622075471698114,44448.147547169814
Russia,46.75208633093525,8.477985611510793,26.63884892086331,10.010431654676259,10.478345323741006,2.4124460431654673,51518.49007194245,121.50892086330937,3246.359424460432,288.3012949640288,3632.173237410072,9.74431654676259,58921.34741007194
Rwanda,39.5,6.499999999999999,16.973333333333333,7.666666666666667,12.013333333333334,1.64,34745.26,85.35000000000001,1914.1066666666666,134.03,8747.766666666666,17.60666666666667,45728.41333333334
Saint Helena,75.65,12.85,31.01,18.72,23.31,9.68,26428.47,223.86,14261.17,119.83,2408.75,6.47,43619.770000000004
Saint Kitts And Nevis,117.94000000000001,15.189999999999998,38.62,13.79,22.11,5.55,3.55,164.66,231.26999999999998,37.0,980.55,0.0,1630.23
Saint Lucia,80.32,12.860000000000001,38.379999999999995,25.009999999999998,17.51,4.81,38880.450000000004,127.19,2070.1,389.90999999999997,2358.2300000000005,7.33,44012.10000000001
Saint Vincent And The Grenadines,86.03,13.17,37.83,25.830000000000002,20.38,4.44,22300.039999999997,100.17,3488.6800000000003,365.02,2181.59,9.5,28632.679999999997
Samoa,47.690000000000005,13.609999999999998,37.18,20.19,15.469999999999999,5.56,6.49,666.9,2362.64,283.40999999999997,3021.2599999999998,0.0,6480.4
San Marino,77.81666666666666,13.776666666666666,30.399999999999995,10.783333333333333,8.02,4.216666666666666,45872.68333333334,100.17,5695.44,313.6666666666667,4959.036666666668,3.5499999999999994,57089.56000000001
Sao Tome And Principe,65.34,6.469999999999999,60.400000000000006,13.799999999999999,8.950000000000001,2.11,21102.27,293.02,124.69,0.0,1537.48,0.0,23214.53
Saudi Arabia,50.339444444444446,8.97,30.249444444444446,10.20111111111111,6.44,7.086666666666667,29960.823333333337,163.36166666666665,4604.356666666667,253.4777777777778,3361.4411111111112,2.8633333333333333,38459.61055555556
Senegal,34.26333333333333,8.113333333333333,22.25,5.776666666666666,6.6066666666666665,0.86,35182.333333333336,101.42666666666666,3424.8633333333332,159.57333333333332,8235.383333333333,5.833333333333333,47187.28333333334
Serbia,27.06823529411765,7.069705882352942,19.158529411764704,5.6049999999999995,5.760588235294118,3.172941176470588,30194.51205882353,142.54470588235293,3160.7455882352942,209.36882352941177,2831.391176470588,3.118823529411765,36609.516176470584
Seychelles,81.30000000000001,21.470000000000002,48.67000000000001,17.57,17.53,11.12,61892.340000000004,186.07,4631.73,280.3,7414.58,16.0,74618.68000000001
Sierra Leone,42.21,9.14,10.95,14.370000000000001,11.379999999999999,1.03,18012.15,230.45,2103.67,88.0,4528.490000000001,0.0,25051.840000000007
Singapore,83.56,25.949999999999996,56.28,19.53,33.58,11.09,210708.6,180.88000000000002,26652.69,344.53000000000003,44828.020000000004,2.5,282947.21
Sint Maarten,122.0,16.275,32.13,22.104999999999997,13.165,17.0,36844.76,359.31999999999994,9988.15,219.61,7875.775,6.25,55516.54000000001
Slovakia,38.86764705882353,8.248823529411764,29.194117647058825,9.791470588235295,6.804117647058824,4.3420588235294115,37013.56205882353,196.5620588235294,4137.51,221.59970588235296,4667.218235294117,1.6985294117647058,46335.39882352942
Slovenia,51.092222222222226,11.457777777777777,31.273333333333333,8.587777777777777,9.145925925925926,4.34037037037037,34375.16185185185,253.38962962962964,4801.752592592593,270.07296296296295,4418.051851851852,2.6748148148148148,44237.001111111116
Solomon Islands,75.33,17.96,34.24,23.8,20.41,3.89,14.940000000000001,485997.96,3837.51,250.28,150586.44999999998,13.5,640876.27
Somalia,27.166666666666668,26.486666666666665,19.44333333333333,12.276666666666669,28.426666666666666,1.7333333333333334,15098.169999999998,110.02666666666669,927.0833333333334,113.91666666666667,77983.62,5.166666666666667,94353.51666666666
South Africa,40.76470588235294,7.588823529411764,21.155882352941177,7.8538235294117635,8.096764705882352,2.546176470588235,37125.086176470584,148.36411764705883,3814.136764705883,222.86764705882354,2561.75,8.690294117647058,43968.90117647058
South Korea,41.16137931034483,14.332758620689654,50.755172413793105,25.734137931034482,18.00103448275862,3.1151724137931036,41106.1724137931,123.50103448275863,18680.713103448277,240.85896551724142,8574.517586206897,2.8127586206896553,68881.67551724138
South Sudan,43.5,11.379999999999999,10.379999999999999,21.0,13.17,0.0,22069.63,100.03,8230.0,120.0,17806.06,0.0,48425.15
Spain,60.06670454545454,10.859431818181818,30.99625,10.109886363636363,7.856363636363636,5.085340909090909,41193.72875,161.68011363636364,6579.786590909091,251.24125,5717.799772727273,2.1106818181818183,54031.32113636364
Sri Lanka,11.460625,4.16,16.54125,7.4,10.236875,3.7875,35727.76,33.29375,657.27,87.50562500000001,630.59375,13.5725,37203.581874999996
Sudan,33.0,10.059999999999999,22.94,13.459999999999999,19.59,1.5,50227.17666666666,118.16000000000001,2422.0466666666666,184.75,1863.4800000000002,17.0,54933.16333333334
Suriname,54.60600000000001,6.294,17.1,7.8420000000000005,9.144,3.15,21251.494,78.198,356.4440000000001,222.33,874.1460000000001,8.574,22889.322
Swaziland,17.04,5.655,19.97,5.970000000000001,7.6499999999999995,2.09,38210.4,146.675,3525.18,286.41999999999996,1525.6399999999999,10.625,43763.315
Sweden,77.172,20.000666666666667,39.85366666666666,14.288333333333332,13.433666666666666,5.904333333333333,42262.01966666667,107.61833333333334,2304.649,298.49899999999997,8866.848,1.8426666666666667,54012.12933333333
Switzerland,133.82953488372092,24.147209302325578,105.67348837209302,19.355348837209302,17.084883720930232,7.513953488372094,52546.033255813956,251.86906976744183,21257.673720930234,397.553488372093,16742.29953488372,1.371627906976744,91504.40511627909
Syria,24.550769230769227,6.613846153846154,17.560769230769232,4.22,6.913846153846153,1.7284615384615383,31200.856153846154,84.31769230769231,1631.6569230769232,178.47923076923078,985.0838461538461,8.48,34150.461538461546
Taiwan,31.766923076923078,11.531538461538462,46.68,18.996923076923075,14.561538461538463,3.3430769230769233,51065.63846153847,85.66384615384617,10382.786923076921,265.75384615384615,7630.416923076923,1.643846153846154,69558.78384615385
Tajikistan,19.93,5.29,19.915,7.699999999999999,9.42,1.74,36240.515,53.45,5089.4349999999995,161.81,2734.75,15.8,44359.755
Tanzania,27.74875,6.17375,19.8875,6.615,7.078749999999999,1.28375,11570.92875,95.58875,3389.0225,106.96375,2677.07125,8.725,17917.087499999998
Thailand,25.310000000000002,8.578108108108108,28.23297297297297,8.822972972972973,17.762972972972975,3.2410810810810813,53854.09540540541,72.52648648648649,9412.043243243243,218.63486486486485,3313.608378378379,4.993243243243243,66967.84972972973
Timor-Leste,52.0,12.55,36.32,17.33,19.299999999999997,1.62,22.23,195.11,19081.25,250.42000000000002,13988.34,0.0,33676.47
Togo,30.22,12.49,23.92,17.9,8.02,1.61,16119.44,173.28,6602.94,149.39,2759.04,9.0,25907.25
Tonga,79.215,12.36,5.785,5.529999999999999,7.6899999999999995,3.915,0.0,0.0,15.21,0.0,200.0,0.0,329.70500000000004
Trinidad And Tobago,83.47125,10.93625,30.0025,14.94375,24.79125,4.885,66331.09625,100.22625,5062.00625,288.02500000000003,3580.9712499999996,5.26875,75536.62375000001
Tunisia,15.93318181818182,3.7072727272727275,17.858636363636364,4.69,5.128636363636364,2.3022727272727272,41381.68363636364,50.693636363636365,1670.973181818182,155.62636363636364,1526.9199999999998,8.408636363636363,44843.92545454546
Turkey,18.969672131147544,6.610491803278689,17.979016393442624,4.3673770491803285,8.609016393442623,1.5703278688524591,57361.62049180328,70.04786885245902,2904.768196721311,142.62868852459016,1779.9747540983608,17.257540983606557,62334.403442622955
Turkmenistan,173.43,29.160000000000004,47.39,22.8,19.468,38.568,16628.902,648.11,14169.372,584.572,2318.094,4.8,34684.666
Turks And Caicos Islands,15.0,9.0,4.0,4.5,1.67,0.0,0.0,288.0,3000.0,0.0,4100.0,0.0,7422.17
Tuvalu,14.1,13.15,23.83,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1478.71,0.0,1535.39
Uganda,22.639,5.381,15.836000000000002,7.521000000000001,10.669,0.67,8837.542,105.31599999999999,571.801,168.635,935.8969999999999,13.968,10695.875
Ukraine,21.66488888888889,4.623555555555556,16.090666666666667,5.433777777777777,5.416222222222222,1.7882222222222222,32311.282666666666,80.64888888888889,2870.7344444444443,176.9586666666667,1790.5748888888888,12.929555555555556,37298.14644444445
United Arab Emirates,60.11,27.498,32.396,11.314,22.79,6.074,48949.259999999995,266.114,7613.0599999999995,317.794,11126.626,3.7880000000000003,68436.824
United Kingdom,85.42681250000001,16.505875,28.603375,10.8991875,13.5801875,13.61925,45592.8371875,231.36393750000002,13053.2955,251.32225,8669.5313125,2.7606875,67969.7455625
United States,76.12582479030755,18.297977632805217,39.295246971109044,20.6210624417521,17.5177632805219,7.539981360671016,36303.170195712955,233.22054986020504,9431.18018639329,233.723522833178,7224.31522833178,3.686579683131407,53608.694119291715
Uruguay,66.3709090909091,13.899090909090908,32.82454545454545,11.878181818181817,11.181818181818182,3.9545454545454546,75474.4009090909,133.99363636363637,4124.202727272727,294.45181818181817,2592.0009090909093,5.5627272727272725,82764.7218181818
Uzbekistan,26.202999999999996,5.407,14.372,5.340000000000001,3.3770000000000002,1.176,14133.894999999999,38.131,1834.568,102.068,1355.5639999999999,10.690000000000001,17530.790999999994
Vanuatu,77.94000000000001,16.310000000000002,65.67,22.63,22.83,8.73,42340.25000000001,427.1,6776.61,232.96999999999997,5929.04,7.5,55927.58000000001
Vatican City,1.05,6.3,33.51,1.05,3.6100000000000003,0.0,4.77,0.0,0.0,0.0,1221.81,4.7,1276.8
Venezuela,43.96333333333334,8.57888888888889,18.165000000000003,10.262777777777778,9.754444444444445,2.9455555555555555,36200.401666666665,59.28055555555555,3731.815,195.05777777777777,1244.9794444444444,17.62222222222222,41542.82666666666
Vietnam,19.64142857142857,5.043809523809523,30.06047619047619,7.7057142857142855,9.166190476190476,0.9685714285714285,61345.28380952381,51.39142857142857,8937.48380952381,220.4057142857143,2108.3014285714285,8.383333333333335,72743.83571428573
Yemen,41.91428571428571,7.7700000000000005,39.46714285714285,15.997142857142858,11.327142857142858,2.7399999999999998,25312.557142857146,93.77571428571427,1722.5071428571428,173.97857142857143,806.1857142857142,7.357142857142857,28235.577142857146
Zambia,14.442857142857141,4.9399999999999995,16.177142857142858,8.524285714285714,5.630000000000001,1.772857142857143,8612.545714285716,139.71428571428572,8138.159999999999,136.91428571428574,1780.9885714285715,14.857142857142858,18874.667142857143
Zimbabwe,39.425,6.428,20.426000000000002,8.869,10.365,1.2,31618.165999999997,134.804,4474.101000000001,107.148,821.9050000000001,9.0,37251.837
